Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
R Dravid,12,12,43,1,0,29,3,0,41.37,1,v Australia,Melbourne,06-02-2004,India,0,0,0-49
V Sehwag,12,12,13,1,0,7,1,1,171.42,2,v Australia,Sydney,08-02-2004,India,0,0,0-49
VVS Laxman,12,12,55,1,0,34,1,0,35.29,2,v Sri Lanka,Colombo (RPS),01-08-2004,India,0,0,0-49
D Mongia,12,12,21,1,0,18,0,0,66.66,2,v Bangladesh,Dhaka,26-12-2004,India,0,0,0-49
MS Dhoni,12,12,16,1,0,11,2,0,109.09,2,v Bangladesh,Dhaka,26-12-2004,India,0,0,0-49
Yuvraj Singh,12,12,47,1,0,33,2,0,36.36,1,v Sri Lanka,Dambulla,30-07-2005,India,0,0,0-49
V Sehwag,12,12,11,1,0,13,2,0,92.3,2,v Zimbabwe,Harare,04-09-2005,India,0,0,0-49
MS Dhoni,12,12,37,1,0,26,1,0,46.15,2,v South Africa,Mumbai,28-11-2005,India,0,0,0-49
RV Uthappa,12,12,31,1,0,24,1,0,50,1,v Pakistan,Abu Dhabi,18-04-2006,India,0,0,0-49
AB Agarkar,12,12,16,1,0,15,0,0,80,1,v Pakistan,Abu Dhabi,18-04-2006,India,0,0,0-49
Yuvraj Singh,12,12,30,1,0,28,1,0,42.85,2,v West Indies,Kingston,18-05-2006,India,0,0,0-49
V Sehwag,12,12,27,1,0,19,1,0,63.15,2,v West Indies,Kingston,20-05-2006,India,0,0,0-49
RR Powar,12,12,38,1,0,22,1,0,54.54,2,v West Indies,Kingston,20-05-2006,India,0,0,0-49
M Kaif,12,12,-,1,0,26,1,0,46.15,2,v West Indies,Port of Spain,28-05-2006,India,0,0,0-49
SR Tendulkar,12,12,30,1,0,17,2,0,70.58,2,v Australia,Kuala Lumpur,16-09-2006,India,0,0,0-49
V Sehwag,12,12,12,1,0,9,3,0,133.33,2,v Sri Lanka,Margao,14-02-2007,India,0,0,0-49
G Gambhir,12,12,30,1,0,20,0,0,60,1,v England,Lord's,08-09-2007,India,0,0,0-49
G Gambhir,12,12,19,1,0,15,2,0,80,2,v Pakistan,Jaipur,18-11-2007,India,0,0,0-49
P Kumar,12,12,11,1,0,13,1,0,92.3,2,v Pakistan,Jaipur,18-11-2007,India,0,0,0-49
IK Pathan,12,12,24,1,0,20,1,0,60,1,v Australia,Brisbane,04-03-2008,India,0,0,0-49
V Kohli,12,12,33,1,0,22,1,0,54.54,1,v Sri Lanka,Dambulla,18-08-2008,India,0,0,0-49
Harbhajan Singh,12,12,53,1,0,28,0,0,42.85,1,v Sri Lanka,Dambulla,18-08-2008,India,0,0,0-49
Z Khan,12,12,28,1,0,38,0,0,31.57,1,v Sri Lanka,Dambulla,18-08-2008,India,0,0,0-49
Yuvraj Singh,12,12,25,1,0,17,0,1,70.58,1,v Sri Lanka,Colombo (RPS),24-08-2008,India,0,0,0-49
Yuvraj Singh,12,12,41,1,0,21,0,0,57.14,2,v Australia,Mohali,02-11-2009,India,0,0,0-49
V Sehwag,12,12,-,1,0,12,2,0,100,1,v Sri Lanka,Dambulla,22-08-2010,India,0,0,0-49
Yuvraj Singh,12,12,22,1,0,20,1,1,60,2,v South Africa,Port Elizabeth,21-01-2011,India,0,0,0-49
V Kohli,12,12,16,1,0,20,2,0,60,2,v Netherlands,Delhi,09-03-2011,India,0,0,0-49
Yuvraj Singh,12,12,15,1,0,9,0,1,133.33,1,v South Africa,Nagpur,12-03-2011,India,0,0,0-49
Harbhajan Singh,12,12,28,1,0,15,2,0,80,1,v Pakistan,Mohali,30-03-2011,India,0,0,0-49
S Badrinath,12,12,29,1,0,27,1,0,44.44,2,v West Indies,North Sound,13-06-2011,India,0,0,0-49
PA Patel,12,12,18,1,0,17,2,0,70.58,2,v England,Delhi,17-10-2011,India,0,0,0-49
PA Patel,12,12,18,1,0,13,2,0,92.3,2,v West Indies,Cuttack,29-11-2011,India,0,0,0-49
G Gambhir,12,12,24,1,0,18,2,0,66.66,2,v West Indies,Visakhapatnam,02-12-2011,India,0,0,0-49
RA Jadeja,12,12,11,1,0,8,0,0,150,2,v Australia,Adelaide,12-02-2012,India,0,0,0-49
V Kohli,12,12,44,1,0,25,0,0,48,2,v Australia,Brisbane,19-02-2012,India,0,0,0-49
KD Karthik,12,12,25,1,0,18,0,1,66.66,1,v Sri Lanka,Port of Spain,09-07-2013,India,0,0,0-49
Yuvraj Singh,12,12,20,1,0,14,0,1,85.71,1,v Australia,Bengaluru,02-11-2013,India,0,0,0-49
RG Sharma,12,12,20,1,0,19,3,0,63.15,1,v West Indies,Visakhapatnam,24-11-2013,India,0,0,0-49
S Dhawan,12,12,19,1,0,13,3,0,92.3,2,v South Africa,Johannesburg,05-12-2013,India,0,0,0-49
R Ashwin,12,12,20,1,0,10,0,1,120,2,v New Zealand,Napier,19-01-2014,India,0,0,0-49
S Dhawan,12,12,32,1,0,22,2,0,54.54,2,v New Zealand,Hamilton,22-01-2014,India,0,0,0-49
RA Jadeja,12,12,20,1,0,8,0,1,150,2,v New Zealand,Hamilton,22-01-2014,India,0,0,0-49
AM Rahane,12,12,59,1,0,28,1,0,42.85,1,v West Indies,Delhi,11-10-2014,India,0,0,0-49
STR Binny,12,12,15,1,0,15,2,0,80,2,v Sri Lanka,Ranchi,16-11-2014,India,0,0,0-49
AM Rahane,12,12,29,1,0,22,2,0,54.54,1,v Australia,Melbourne,18-01-2015,India,0,0,0-49
AT Rayudu,12,12,21,1,0,17,1,0,70.58,1,v England,Perth,30-01-2015,India,0,0,0-49
V Kohli,12,12,24,1,0,18,0,0,66.66,1,v South Africa,Indore,14-10-2015,India,0,0,0-49
SK Raina,12,12,10,1,0,13,1,1,92.3,2,v South Africa,Mumbai,25-10-2015,India,0,0,0-49
MK Pandey,12,12,13,1,0,12,2,0,100,2,v New Zealand,Ranchi,26-10-2016,India,0,0,0-49
RG Sharma,12,12,23,1,0,20,1,1,60,2,v South Africa,The Oval,11-06-2017,India,0,0,0-49
KM Jadhav,12,12,41,1,0,25,1,0,48,1,v New Zealand,Mumbai,22-10-2017,India,0,0,0-49
YS Chahal,12,12,-,1,0,12,2,0,100,2,v England,Lord's,14-07-2018,India,0,0,0-49
DL Chahar,12,12,-,1,0,14,1,0,85.71,2,v Afghanistan,Dubai (DSC),25-09-2018,India,0,0,0-49
KD Karthik,12,12,30,1,0,21,0,0,57.14,2,v Australia,Sydney,12-01-2019,India,0,0,0-49
S Dhawan,12,12,-,1,0,15,2,0,80,2,v Australia,Delhi,13-03-2019,India,0,0,0-49
V Sehwag,11*,11,19,1,1,16,1,0,68.75,2,v West Indies,Bulawayo,30-06-2001,India,0,0,0-49
SS Dighe,11*,11,13,1,1,11,0,0,100,2,v Sri Lanka,Colombo (RPS),22-07-2001,India,0,0,0-49
Z Khan,11*,11,25,1,1,14,1,0,78.57,2,v New Zealand,Colombo (RPS),26-07-2001,India,0,0,0-49
HK Badani,11*,11,30,1,1,27,0,0,40.74,2,v Sri Lanka,Colombo (RPS),28-07-2001,India,0,0,0-49
SC Ganguly,11*,11,-,1,1,36,1,0,30.55,1,v South Africa,Dhaka,21-04-2003,India,0,0,0-49
RV Uthappa,11*,11,22,1,1,11,2,0,100,2,v Pakistan,Guwahati,05-11-2007,India,0,0,0-49
RG Sharma,11*,11,30,1,1,8,1,0,137.5,1,v England,Rajkot,14-11-2008,India,0,0,0-49
YK Pathan,11*,11,10,1,1,5,1,1,220,1,v Zimbabwe,Bulawayo,28-05-2010,India,0,0,0-49
UT Yadav,11*,11,15,1,1,10,2,0,110,2,v West Indies,Ahmedabad,05-12-2011,India,0,0,0-49
KD Karthik,11*,11,19,1,1,15,1,0,73.33,2,v Pakistan,Birmingham,15-06-2013,India,0,0,0-49
B Kumar,11*,11,4,1,1,5,1,1,220,1,v West Indies,Kingston,30-06-2013,India,0,0,0-49
MK Pandey,11*,11,12,1,1,11,2,0,100,2,v Australia,Nagpur,01-10-2017,India,0,0,0-49
KL Rahul,11*,11,6,1,1,3,1,1,366.66,1,v Australia,The Oval,09-06-2019,India,0,0,0-49
HK Badani,11,11,25,1,0,18,0,0,61.11,1,v Australia,Bengaluru,25-03-2001,India,0,0,0-49
VVS Laxman,11,11,33,1,0,25,1,0,44,2,v Australia,Visakhapatnam,03-04-2001,India,0,0,0-49
R Dravid,11,11,25,1,0,23,2,0,47.82,2,v Kenya,Port Elizabeth,17-10-2001,India,0,0,0-49
SC Ganguly,11,11,60,1,0,21,1,0,52.38,1,v Zimbabwe,Kochi,13-03-2002,India,0,0,0-49
M Kartik,11,11,16,1,0,12,1,0,91.66,1,v West Indies,Vadodara,18-11-2002,India,0,0,0-49
Z Khan,11,11,16,1,0,13,1,0,84.61,2,v New Zealand,Napier,29-12-2002,India,0,0,0-49
G Gambhir,11,11,42,1,0,22,2,0,50,1,v Bangladesh,Dhaka,11-04-2003,India,0,0,0-49
Yuvraj Singh,11,11,17,1,0,12,1,0,91.66,1,v South Africa,Dhaka,13-04-2003,India,0,0,0-49
G Gambhir,11,11,53,1,0,33,1,0,33.33,1,v South Africa,Dhaka,21-04-2003,India,0,0,0-49
SV Bahutule,11,11,26,1,0,13,1,0,84.61,1,v New Zealand,Cuttack,06-11-2003,India,0,0,0-49
L Balaji,11,11,27,1,0,27,0,0,40.74,1,v Australia,Perth,01-02-2004,India,0,0,0-49
SR Tendulkar,11,11,17,1,0,13,2,0,84.61,2,v Sri Lanka,Dambulla,18-07-2004,India,0,0,0-49
Harbhajan Singh,11,11,20,1,0,16,1,0,68.75,1,v Pakistan,Visakhapatnam,05-04-2005,India,0,0,0-49
MS Dhoni,11,11,20,1,0,16,1,0,68.75,1,v Pakistan,Kanpur,15-04-2005,India,0,0,0-49
MS Dhoni,11,11,26,1,0,16,1,0,68.75,1,v New Zealand,Harare,06-09-2005,India,0,0,0-49
SR Tendulkar,11,11,28,1,0,19,1,1,57.89,2,v Sri Lanka,Pune,03-11-2005,India,0,0,0-49
G Gambhir,11,11,30,1,0,19,2,0,57.89,1,v South Africa,Kolkata,25-11-2005,India,0,0,0-49
AB Agarkar,11,11,23,1,0,16,1,0,68.75,1,v South Africa,Kolkata,25-11-2005,India,0,0,0-49
R Dravid,11,11,46,1,0,22,1,0,50,2,v West Indies,Kingston,20-05-2006,India,0,0,0-49
Y Venugopal Rao,11,11,-,1,0,28,0,0,39.28,1,v West Indies,Basseterre,23-05-2006,India,0,0,0-49
V Sehwag,11,11,-,1,0,11,2,0,100,1,v West Indies,Port of Spain,26-05-2006,India,0,0,0-49
SK Raina,11,11,24,1,0,15,2,0,73.33,1,v West Indies,Kuala Lumpur,20-09-2006,India,0,0,0-49
Z Khan,11,11,17,1,0,12,2,0,91.66,2,v South Africa,Port Elizabeth,29-11-2006,India,0,0,0-49
V Sehwag,11,11,27,1,0,22,2,0,50,1,v South Africa,Centurion,03-12-2006,India,0,0,0-49
KD Karthik,11,11,18,1,0,15,2,0,73.33,1,v South Africa,Centurion,03-12-2006,India,0,0,0-49
AB Agarkar,11,11,28,1,0,29,1,0,37.93,2,v England,Southampton,21-08-2007,India,0,0,0-49
Z Khan,11,11,16,1,0,12,2,0,91.66,2,v England,Birmingham,27-08-2007,India,0,0,0-49
V Sehwag,11,11,18,1,0,19,2,0,57.89,2,v Australia,Melbourne,10-02-2008,India,0,0,0-49
RV Uthappa,11,11,7,1,0,9,2,0,122.22,2,v Sri Lanka,Hobart,26-02-2008,India,0,0,0-49
RG Sharma,11,11,37,1,0,29,0,0,37.93,1,v Hong Kong,Karachi,25-06-2008,India,0,0,0-49
G Gambhir,11,11,37,1,0,16,2,0,68.75,2,v Sri Lanka,Colombo (RPS),29-08-2008,India,0,0,0-49
SR Tendulkar,11,11,40,1,0,21,2,0,52.38,1,v England,Bengaluru,23-11-2008,India,0,0,0-49
Yuvraj Singh,11,11,26,1,0,24,0,0,45.83,1,v New Zealand,Auckland,14-03-2009,India,0,0,0-49
RG Sharma,11,11,19,1,0,9,0,0,122.22,2,v West Indies,Gros Islet,03-07-2009,India,0,0,0-49
V Sehwag,11,11,41,1,0,25,1,0,44,2,v Australia,Delhi,31-10-2009,India,0,0,0-49
G Gambhir,11,11,11,1,0,8,1,0,137.5,1,v Sri Lanka,Rajkot,15-12-2009,India,0,0,0-49
Harbhajan Singh,11,11,22,1,0,13,1,0,84.61,1,v Sri Lanka,Rajkot,15-12-2009,India,0,0,0-49
Harbhajan Singh,11,11,31,1,0,26,0,0,42.3,1,v Sri Lanka,Dhaka,13-01-2010,India,0,0,0-49
KD Karthik,11,11,-,1,0,11,2,0,100,2,v South Africa,Ahmedabad,27-02-2010,India,0,0,0-49
M Vijay,11,11,40,1,0,24,1,0,45.83,1,v Zimbabwe,Bulawayo,28-05-2010,India,0,0,0-49
V Sehwag,11,11,29,1,0,14,2,0,78.57,2,v Bangladesh,Dambulla,16-06-2010,India,0,0,0-49
V Kohli,11,11,35,1,0,22,0,0,50,2,v Bangladesh,Dambulla,16-06-2010,India,0,0,0-49
RG Sharma,11,11,-,1,0,21,2,0,52.38,1,v Sri Lanka,Dambulla,22-08-2010,India,0,0,0-49
RG Sharma,11,11,28,1,0,27,1,0,40.74,2,v South Africa,Durban,12-01-2011,India,0,0,0-49
SK Raina,11,11,22,1,0,14,1,0,78.57,1,v South Africa,Johannesburg,15-01-2011,India,0,0,0-49
PA Patel,11,11,39,1,0,24,2,0,45.83,2,v South Africa,Port Elizabeth,21-01-2011,India,0,0,0-49
SK Raina,11,11,15,1,0,8,2,0,137.5,2,v South Africa,Centurion,23-01-2011,India,0,0,0-49
YK Pathan,11,11,12,1,0,10,1,1,110,2,v Netherlands,Delhi,09-03-2011,India,0,0,0-49
YK Pathan,11,11,16,1,0,10,1,0,110,1,v West Indies,Chennai,20-03-2011,India,0,0,0-49
S Badrinath,11,11,33,1,0,28,1,0,39.28,2,v West Indies,North Sound,11-06-2011,India,0,0,0-49
S Dhawan,11,11,32,1,0,26,1,0,42.3,1,v West Indies,Kingston,16-06-2011,India,0,0,0-49
MK Tiwary,11,11,11,1,0,7,1,0,157.14,1,v England,Southampton,06-09-2011,India,0,0,0-49
RA Jadeja,11,11,25,1,0,16,2,0,68.75,2,v West Indies,Ahmedabad,05-12-2011,India,0,0,0-49
G Gambhir,11,11,27,1,0,16,1,0,68.75,1,v Bangladesh,Dhaka,16-03-2012,India,0,0,0-49
MS Dhoni,11,11,26,1,0,16,2,0,68.75,1,v Sri Lanka,Hambantota,24-07-2012,India,0,0,0-49
G Gambhir,11,11,45,1,0,25,1,0,44,2,v Pakistan,Kolkata,03-01-2013,India,0,0,0-49
S Dhawan,11,11,20,1,0,10,2,0,110,1,v West Indies,Kingston,30-06-2013,India,0,0,0-49
V Kohli,11,11,19,1,0,21,0,1,52.38,1,v West Indies,Kingston,30-06-2013,India,0,0,0-49
RA Jadeja,11,11,22,1,0,18,1,0,61.11,2,v Australia,Pune,13-10-2013,India,0,0,0-49
R Vinay Kumar,11,11,24,1,0,19,1,0,57.89,2,v Australia,Pune,13-10-2013,India,0,0,0-49
RG Sharma,11,11,33,1,0,22,2,0,50,1,v Australia,Mohali,19-10-2013,India,0,0,0-49
B Kumar,11,11,9,1,0,6,2,0,183.33,2,v New Zealand,Hamilton,22-01-2014,India,0,0,0-49
CA Pujara,11,11,66,1,0,34,0,0,32.35,1,v Bangladesh,Dhaka,17-06-2014,India,0,0,0-49
S Dhawan,11,11,29,1,0,22,2,0,50,1,v England,Cardiff,27-08-2014,India,0,0,0-49
SK Raina,11,11,8,1,0,5,1,1,220,1,v Sri Lanka,Kolkata,13-11-2014,India,0,0,0-49
MM Sharma,11,11,17,1,0,19,2,0,57.89,2,v Bangladesh,Dhaka,18-06-2015,India,0,0,0-49
V Kohli,11,11,29,1,0,18,0,0,61.11,2,v South Africa,Kanpur,11-10-2015,India,0,0,0-49
MS Dhoni,11,11,16,1,0,10,0,0,110,1,v Australia,Brisbane,15-01-2016,India,0,0,0-49
RG Sharma,11,11,15,1,0,19,2,0,57.89,2,v New Zealand,Ranchi,26-10-2016,India,0,0,0-49
MS Dhoni,11,11,36,1,0,31,0,0,35.48,2,v New Zealand,Ranchi,26-10-2016,India,0,0,0-49
S Dhawan,11,11,24,1,0,15,2,0,73.33,1,v England,Cuttack,19-01-2017,India,0,0,0-49
KL Rahul,11,11,28,1,0,11,1,1,100,2,v England,Kolkata,22-01-2017,India,0,0,0-49
V Kohli,11,11,-,1,0,22,2,0,50,1,v West Indies,North Sound,30-06-2017,India,0,0,0-49
RA Jadeja,11,11,-,1,0,11,1,0,100,2,v West Indies,North Sound,02-07-2017,India,0,0,0-49
AM Rahane,11,11,16,1,0,13,0,0,84.61,1,v South Africa,Cape Town,07-02-2018,India,0,0,0-49
RG Sharma,11,11,38,1,0,24,1,0,45.83,2,v New Zealand,Napier,23-01-2019,India,0,0,0-49
KM Jadhav,11,11,-,1,0,12,1,0,91.66,1,v Australia,Nagpur,05-03-2019,India,0,0,0-49
BKV Prasad,10*,10,32,1,1,25,0,0,40,2,v Kenya,Port Elizabeth,17-10-2001,India,0,0,0-49
Yuvraj Singh,10*,10,10,1,1,8,0,0,125,1,v Kenya,Paarl,24-10-2001,India,0,0,0-49
J Srinath,10*,10,36,1,1,29,1,0,34.48,1,v New Zealand,Queenstown,04-01-2003,India,0,0,0-49
L Balaji,10*,10,9,1,1,6,0,1,166.66,1,v Pakistan,Lahore,24-03-2004,India,0,0,0-49
MS Dhoni,10*,10,20,1,1,13,1,0,76.92,2,v England,Kochi,06-04-2006,India,0,0,0-49
R Dravid,10*,10,-,1,1,8,2,0,125,2,v Scotland,Glasgow,16-08-2007,India,0,0,0-49
Harbhajan Singh,10*,10,12,1,1,10,0,0,100,1,v Pakistan,Kanpur,11-11-2007,India,0,0,0-49
S Sreesanth,10*,10,25,1,1,16,1,0,62.5,2,v Pakistan,Jaipur,18-11-2007,India,0,0,0-49
R Ashwin,10*,10,14,1,1,7,1,0,142.85,1,v West Indies,Chennai,20-03-2011,India,0,0,0-49
MS Dhoni,10*,10,12,1,1,12,2,0,83.33,2,v England,Ranchi,19-01-2013,India,0,0,0-49
KD Karthik,10*,10,26,1,1,19,1,0,52.63,2,v Zimbabwe,Bulawayo,03-08-2013,India,0,0,0-49
R Ashwin,10*,10,8,1,1,5,2,0,200,1,v England,Cardiff,27-08-2014,India,0,0,0-49
WP Saha,10*,10,20,1,1,8,1,0,125,1,v Sri Lanka,Cuttack,02-11-2014,India,0,0,0-49
AR Patel,10*,10,7,1,1,5,0,1,200,1,v Bangladesh,Dhaka,24-06-2015,India,0,0,0-49
RA Jadeja,10*,10,9,1,1,5,1,0,200,1,v Australia,Perth,12-01-2016,India,0,0,0-49
KM Jadhav,10*,10,17,1,1,12,2,0,83.33,2,v New Zealand,Dharamsala,16-10-2016,India,0,0,0-49
JJ Bumrah,10*,10,9,1,1,6,2,0,166.66,1,v Australia,Kolkata,21-09-2017,India,0,0,0-49
VVS Laxman,10,10,47,1,0,29,1,0,34.48,1,v Sri Lanka,Colombo (SSC),01-08-2001,India,0,0,0-49
A Ratra,10,10,15,1,0,12,1,0,83.33,2,v England,Delhi,31-01-2002,India,0,0,0-49
Yuvraj Singh,10,10,18,1,0,16,1,0,62.5,1,v West Indies,Port of Spain,02-06-2002,India,0,0,0-49
M Kaif,10,10,-,1,0,16,0,0,62.5,2,v West Indies,Vijayawada,24-11-2002,India,0,0,0-49
VVS Laxman,10,10,59,1,0,36,1,0,27.77,1,v New Zealand,Christchurch,01-01-2003,India,0,0,0-49
AV Kale,10,10,20,1,0,22,1,0,45.45,2,v Bangladesh,Dhaka,16-04-2003,India,0,0,0-49
M Kaif,10,10,20,1,0,15,0,0,66.66,2,v Australia,Mumbai,01-11-2003,India,0,0,0-49
R Dravid,10,10,29,1,0,24,2,0,41.66,2,v Zimbabwe,Perth,03-02-2004,India,0,0,0-49
L Balaji,10,10,12,1,0,9,0,0,111.11,2,v Sri Lanka,Dambulla,18-07-2004,India,0,0,0-49
M Kaif,10,10,17,1,0,15,0,0,66.66,2,v Pakistan,Amstelveen,21-08-2004,India,0,0,0-49
V Sehwag,10,10,40,1,0,20,0,0,50,1,v Pakistan,Birmingham,19-09-2004,India,0,0,0-49
Z Khan,10,10,23,1,0,14,1,0,71.42,2,v Bangladesh,Dhaka,26-12-2004,India,0,0,0-49
R Dravid,10,10,43,1,0,26,2,0,38.46,1,v West Indies,Colombo (RPS),07-08-2005,India,0,0,0-49
IK Pathan,10,10,13,1,0,7,1,0,142.85,1,v New Zealand,Harare,06-09-2005,India,0,0,0-49
Yuvraj Singh,10,10,10,1,0,10,2,0,100,2,v Sri Lanka,Pune,03-11-2005,India,0,0,0-49
R Dravid,10,10,34,1,0,17,0,0,58.82,2,v South Africa,Bengaluru,19-11-2005,India,0,0,0-49
Y Venugopal Rao,10,10,11,1,0,11,2,0,90.9,1,v England,Jamshedpur,12-04-2006,India,0,0,0-49
V Sehwag,10,10,24,1,0,11,0,0,90.9,2,v Australia,Kuala Lumpur,22-09-2006,India,0,0,0-49
SR Tendulkar,10,10,46,1,0,26,2,0,38.46,1,v Australia,Mohali,29-10-2006,India,0,0,0-49
IK Pathan,10,10,5,1,0,7,1,0,142.85,1,v Australia,Mohali,29-10-2006,India,0,0,0-49
M Kaif,10,10,16,1,0,17,1,0,58.82,2,v South Africa,Cape Town,26-11-2006,India,0,0,0-49
Harbhajan Singh,10,10,12,1,0,12,2,0,83.33,2,v South Africa,Cape Town,26-11-2006,India,0,0,0-49
W Jaffer,10,10,20,1,0,20,2,0,50,2,v South Africa,Port Elizabeth,29-11-2006,India,0,0,0-49
M Kaif,10,10,29,1,0,22,2,0,45.45,2,v South Africa,Port Elizabeth,29-11-2006,India,0,0,0-49
Yuvraj Singh,10,10,29,1,0,21,1,0,47.61,1,v West Indies,Chennai,27-01-2007,India,0,0,0-49
AB Agarkar,10,10,25,1,0,25,0,0,40,2,v Sri Lanka,Port of Spain,23-03-2007,India,0,0,0-49
MM Patel,10,10,18,1,0,17,1,0,58.82,2,v Sri Lanka,Port of Spain,23-03-2007,India,0,0,0-49
RR Powar,10,10,27,1,0,20,1,0,50,1,v England,Lord's,08-09-2007,India,0,0,0-49
Yuvraj Singh,10,10,14,1,0,10,0,1,100,2,v Australia,Kochi,02-10-2007,India,0,0,0-49
V Sehwag,10,10,27,1,0,13,1,0,76.92,2,v Pakistan,Jaipur,18-11-2007,India,0,0,0-49
SR Tendulkar,10,10,30,1,0,17,1,0,58.82,1,v Australia,Brisbane,03-02-2008,India,0,0,0-49
RV Uthappa,10,10,42,1,0,28,0,0,35.71,2,v Sri Lanka,Adelaide,19-02-2008,India,0,0,0-49
Yuvraj Singh,10,10,33,1,0,21,1,0,47.61,2,v Australia,Sydney,02-03-2008,India,0,0,0-49
SK Raina,10,10,17,1,0,13,2,0,76.92,2,v Sri Lanka,Colombo (RPS),29-08-2008,India,0,0,0-49
G Gambhir,10,10,12,1,0,9,2,0,111.11,1,v Sri Lanka,Colombo (RPS),03-02-2009,India,0,0,0-49
V Kohli,10,10,32,1,0,16,1,0,62.5,2,v Australia,Mohali,02-11-2009,India,0,0,0-49
SR Tendulkar,10,10,23,1,0,17,2,0,58.82,1,v Australia,Guwahati,08-11-2009,India,0,0,0-49
V Sehwag,10,10,-,1,0,10,2,0,100,2,v Sri Lanka,Kolkata,24-12-2009,India,0,0,0-49
V Sehwag,10,10,41,1,0,32,1,0,31.25,2,v Pakistan,Dambulla,19-06-2010,India,0,0,0-49
V Kohli,10,10,13,1,0,14,1,0,71.42,1,v Sri Lanka,Dambulla,22-06-2010,India,0,0,0-49
KD Karthik,10,10,41,1,0,35,0,0,28.57,2,v Sri Lanka,Dambulla,16-08-2010,India,0,0,0-49
MS Dhoni,10,10,-,1,0,16,2,0,62.5,1,v Sri Lanka,Dambulla,22-08-2010,India,0,0,0-49
G Gambhir,10,10,18,1,0,15,2,0,66.66,2,v Ireland,Bengaluru,06-03-2011,India,0,0,0-49
YK Pathan,10,10,19,1,0,12,0,1,83.33,2,v West Indies,Port of Spain,06-06-2011,India,0,0,0-49
SK Raina,10,10,22,1,0,19,0,0,52.63,2,v West Indies,North Sound,13-06-2011,India,0,0,0-49
RA Jadeja,10,10,14,1,0,10,0,0,100,1,v West Indies,Indore,08-12-2011,India,0,0,0-49
V Sehwag,10,10,12,1,0,8,2,0,125,2,v Sri Lanka,Perth,08-02-2012,India,0,0,0-49
RG Sharma,10,10,29,1,0,17,1,0,58.82,2,v Sri Lanka,Perth,08-02-2012,India,0,0,0-49
G Gambhir,10,10,22,1,0,16,2,0,62.5,2,v England,Mohali,23-01-2013,India,0,0,0-49
R Ashwin,10,10,15,1,0,10,1,0,100,1,v South Africa,Cardiff,06-06-2013,India,0,0,0-49
SK Raina,10,10,18,1,0,14,0,1,71.42,1,v West Indies,Port of Spain,05-07-2013,India,0,0,0-49
B Kumar,10,10,23,1,0,18,1,0,55.55,1,v Australia,Mohali,19-10-2013,India,0,0,0-49
RA Jadeja,10,10,27,1,0,20,0,0,50,1,v West Indies,Visakhapatnam,24-11-2013,India,0,0,0-49
S Dhawan,10,10,12,1,0,13,2,0,76.92,1,v Pakistan,Dhaka,02-03-2014,India,0,0,0-49
MK Tiwary,10,10,47,1,0,33,0,0,30.3,1,v Zimbabwe,Harare,14-07-2015,India,0,0,0-49
RA Jadeja,10,10,8,1,0,6,2,0,166.66,2,v England,Kolkata,22-01-2017,India,0,0,0-49
KM Jadhav,10,10,-,1,0,14,0,0,71.42,2,v West Indies,North Sound,02-07-2017,India,0,0,0-49
HH Pandya,10,10,11,1,0,10,2,0,100,1,v Sri Lanka,Dharamsala,10-12-2017,India,0,0,0-49
MS Dhoni,10,10,38,1,0,22,0,0,45.45,1,v South Africa,Cape Town,07-02-2018,India,0,0,0-49
B Kumar,10,10,-,1,0,17,1,0,58.82,2,v West Indies,Pune,27-10-2018,India,0,0,0-49
Kuldeep Yadav,10,10,-,1,0,16,1,0,62.5,2,v Australia,Ranchi,08-03-2019,India,0,0,0-49
KM Jadhav,10,10,-,1,0,12,0,0,83.33,1,v Australia,Mohali,10-03-2019,India,0,0,0-49
RG Sharma,10,10,13,1,0,6,2,0,166.66,2,v West Indies,Port of Spain,14-08-2019,India,0,0,0-49
RG Sharma,10,10,-,1,0,15,2,0,66.66,1,v Australia,Mumbai,14-01-2020,India,0,0,0-49
Mohammed Shami,10,10,-,1,0,15,1,0,66.66,1,v Australia,Mumbai,14-01-2020,India,0,0,0-49
YS Chahal,10,10,19,1,0,12,1,0,83.33,2,v New Zealand,Auckland,08-02-2020,India,0,0,0-49
Harbhajan Singh,9*,9,8,1,1,8,1,0,112.5,1,v Australia,Indore,31-03-2001,India,0,0,0-49
AB Agarkar,9*,9,21,1,1,13,0,0,69.23,1,v South Africa,Durban,26-10-2001,India,0,0,0-49
R Dravid,9*,9,14,1,1,16,2,0,56.25,2,v West Indies,Bridgetown,29-05-2002,India,0,0,0-49
SR Tendulkar,9*,9,34,1,1,20,0,0,45,2,v England,Colombo (RPS),22-09-2002,India,0,0,0-49
A Kumble,9*,9,28,1,1,22,0,0,40.9,1,v England,Nottingham,01-09-2004,India,0,0,0-49
A Kumble,9*,9,22,1,1,15,0,0,60,2,v Sri Lanka,Colombo (RPS),09-08-2005,India,0,0,0-49
A Nehra,9*,9,10,1,1,7,1,0,128.57,2,v Sri Lanka,Colombo (RPS),09-08-2005,India,0,0,0-49
